icao,geometry
970,LIRRNEE,"POLYGON ((12.9063888889 43.2072222222, 12.7827777778 43.2741666667, 12.6519444444 43.3427777778, 12.4941666667 43.4277777778, 12.3375 43.5091666667, 12.2055555556 43.5783333333, 11.8861111111 43.7380555556, 11.8247222222 43.7761111111, 11.7197222222 43.8302777778, 11.6916666667 43.8583333333, 11.6241666667 43.9216666667, 11.5391666667 44.0022222222, 11.5125 44.0258333333, 11.28 44.2469444444, 11.2180555556 44.305, 11.2 44.3216666667, 11.1288888889 44.3880555556, 10.985 44.325, 10.8938888889 44.2855555556, 10.8911111111 44.2841666667, 10.8230555556 44.2544444444, 10.8088888889 44.2483333333, 10.71 44.2047222222, 10.6327777778 44.1708333333, 10.5930555556 44.1152777778, 10.5733333333 44.0983333333, 10.6469444444 43.9569444444, 10.6627777778 43.9258333333, 10.6997222222 43.8544444444, 10.7369444444 43.7844444444, 10.7988888889 43.6641666667, 10.9641666667 43.3436111111, 11.2291666667 42.8155555556, 11.3461111111 42.5936111111, 11.3872222222 42.5166666667, 11.5322222222 42.2472222222, 12.0697222222 42.2369444444, 12.1205555556 42.2477777778, 12.2505555556 42.2472222222, 12.5988888889 42.2488888889, 12.9136111111 42.3502777778, 13.365 42.6033333333, 13.1191666667 42.8775, 13.1922222222 42.9472222222, 13.2619444444 43.0155555556, 13.2122222222 43.0425, 12.9063888889 43.2072222222))"
971,LIRRNEE14,"POLYGON ((11.7197222222 43.8302777778, 11.6916666667 43.8583333333, 11.6241666667 43.9216666667, 11.5391666667 44.0022222222, 11.5125 44.0258333333, 11.28 44.2469444444, 11.2180555556 44.305, 11.2 44.3216666667, 11.1288888889 44.3880555556, 10.985 44.325, 10.8938888889 44.2855555556, 10.8911111111 44.2841666667, 10.8230555556 44.2544444444, 10.8088888889 44.2483333333, 10.71 44.2047222222, 10.6327777778 44.1708333333, 10.5930555556 44.1152777778, 10.5733333333 44.0983333333, 10.6469444444 43.9569444444, 10.6627777778 43.9258333333, 10.6997222222 43.8544444444, 10.7369444444 43.7844444444, 10.7988888889 43.6641666667, 10.9641666667 43.3436111111, 11.2291666667 42.8155555556, 11.3461111111 42.5936111111, 11.3872222222 42.5166666667, 11.5322222222 42.2472222222, 12.0697222222 42.2369444444, 12.1205555556 42.2477777778, 12.2505555556 42.2472222222, 12.5988888889 42.2488888889, 12.9136111111 42.3502777778, 13.365 42.6033333333, 13.1191666667 42.8775, 13.1922222222 42.9472222222, 13.2619444444 43.0155555556, 13.2122222222 43.0425, 12.9063888889 43.2072222222, 12.7827777778 43.2741666667, 12.6519444444 43.3427777778, 12.4941666667 43.4277777778, 12.3375 43.5091666667, 12.2055555556 43.5783333333, 11.8861111111 43.7380555556, 11.8247222222 43.7761111111, 11.7197222222 43.8302777778))"
972,LIRRNEE56,"POLYGON ((10.9641666667 43.3436111111, 11.2291666667 42.8155555556, 11.3461111111 42.5936111111, 11.3872222222 42.5166666667, 11.5322222222 42.2472222222, 12.0697222222 42.2369444444, 12.1205555556 42.2477777778, 12.2505555556 42.2472222222, 12.5988888889 42.2488888889, 12.9136111111 42.3502777778, 13.365 42.6033333333, 13.1191666667 42.8775, 13.1922222222 42.9472222222, 13.2619444444 43.0155555556, 13.2122222222 43.0425, 12.9063888889 43.2072222222, 12.7827777778 43.2741666667, 12.6519444444 43.3427777778, 12.4941666667 43.4277777778, 12.3375 43.5091666667, 12.2055555556 43.5783333333, 11.8861111111 43.7380555556, 11.8247222222 43.7761111111, 11.7197222222 43.8302777778, 11.6916666667 43.8583333333, 11.6241666667 43.9216666667, 11.5391666667 44.0022222222, 11.5125 44.0258333333, 11.28 44.2469444444, 11.2180555556 44.305, 11.2 44.3216666667, 11.1288888889 44.3880555556, 10.985 44.325, 10.8938888889 44.2855555556, 10.8911111111 44.2841666667, 10.8230555556 44.2544444444, 10.8088888889 44.2483333333, 10.71 44.2047222222, 10.6327777778 44.1708333333, 10.5930555556 44.1152777778, 10.5733333333 44.0983333333, 10.6469444444 43.9569444444, 10.6627777778 43.9258333333, 10.6997222222 43.8544444444, 10.7369444444 43.7844444444, 10.7988888889 43.6641666667, 10.9641666667 43.3436111111))"
973,LIRRNU,"POLYGON ((10.6997222222 43.8544444444, 10.7369444444 43.7844444444, 10.7988888889 43.6641666667, 10.9641666667 43.3436111111, 11.2291666667 42.8155555556, 11.3461111111 42.5936111111, 11.3872222222 42.5166666667, 11.5322222222 42.2472222222, 12.0697222222 42.2369444444, 12.3538888889 41.5619444444, 12.3852777778 41.4863888889, 12.8991666667 41.3736111111, 13.0833333333 41.3333333333, 13.2305555556 41.2861111111, 13.9169444444 41.0741666667, 13.9786111111 41.0552777778, 14.1286111111 41.0088888889, 14.3833333333 40.9283333333, 14.5663888889 40.9202777778, 14.9358333333 40.9013888889, 15.1252777778 40.8916666667, 15.305 40.8816666667, 15.2333333333 41.0075, 15.1713888889 41.1077777778, 15.1166666667 41.2, 14.8833333333 41.2666666667, 14.8069444444 41.3066666667, 14.5461111111 41.3952777778, 14.3833333333 41.45, 14.0669444444 41.8144444444, 13.7575 42.1663888889, 13.7375 42.1888888889, 13.6016666667 42.3419444444, 13.5955555556 42.3488888889, 13.5330555556 42.4188888889, 13.4444444444 42.5175, 13.4313888889 42.5319444444, 13.365 42.6033333333, 13.1191666667 42.8775, 13.1922222222 42.9472222222, 13.2619444444 43.0155555556, 13.2122222222 43.0425, 12.9063888889 43.2072222222, 12.7827777778 43.2741666667, 12.6519444444 43.3427777778, 12.4941666667 43.4277777778, 12.3375 43.5091666667, 12.2055555556 43.5783333333, 11.8861111111 43.7380555556, 11.8247222222 43.7761111111, 11.7197222222 43.8302777778, 11.6916666667 43.8583333333, 11.6241666667 43.9216666667, 11.5391666667 44.0022222222, 11.5125 44.0258333333, 11.28 44.2469444444, 11.2180555556 44.305, 11.2 44.3216666667, 11.1288888889 44.3880555556, 10.985 44.325, 10.8938888889 44.2855555556, 10.8911111111 44.2841666667, 10.8230555556 44.2544444444, 10.8088888889 44.2483333333, 10.71 44.2047222222, 10.6327777778 44.1708333333, 10.5930555556 44.1152777778, 10.5733333333 44.0983333333, 10.6469444444 43.9569444444, 10.6627777778 43.9258333333, 10.6997222222 43.8544444444))"
974,LIRRNWW,"POLYGON ((11.3461111111 42.5936111111, 11.2291666667 42.8155555556, 10.9641666667 43.3436111111, 10.7988888889 43.6641666667, 10.7369444444 43.7844444444, 10.6997222222 43.8544444444, 10.6627777778 43.9258333333, 10.6469444444 43.9569444444, 10.5733333333 44.0983333333, 10.5438888889 44.0736111111, 10.4377777778 43.9833333333, 10.4241666667 43.9713888889, 10.3702777778 43.9258333333, 10.3333333333 43.8872222222, 10.2833333333 43.8352777778, 10.1919444444 43.7394444444, 10.1583333333 43.7, 10.0788888889 43.6205555556, 9.936666666700001 43.5883333333, 9.768333333299999 43.5530555556, 9.6625 43.5294444444, 9.625833333299999 43.5241666667, 9.529999999999999 43.5047222222, 9.385 43.475, 9.75 43.1666666667, 9.75 42.9538888889, 9.75 42.8227777778, 9.75 42.6213888889, 9.75 42.5008333333, 9.75 42.4116666667, 9.75 42.3258333333, 9.75 41.9333333333, 9.75 41.7905555556, 9.75 41.75, 9.75 41.7333333333, 10.5694444444 41.7333333333, 10.845 41.8736111111, 11.4458333333 42.175, 11.5322222222 42.2472222222, 11.3872222222 42.5166666667, 11.3461111111 42.5936111111))"
975,LIRRNWW13,"POLYGON ((10.9641666667 43.3436111111, 10.7988888889 43.6641666667, 10.7369444444 43.7844444444, 10.6997222222 43.8544444444, 10.6627777778 43.9258333333, 10.6469444444 43.9569444444, 10.5733333333 44.0983333333, 10.5438888889 44.0736111111, 10.4377777778 43.9833333333, 10.4241666667 43.9713888889, 10.3702777778 43.9258333333, 10.3333333333 43.8872222222, 10.2833333333 43.8352777778, 10.1919444444 43.7394444444, 10.1583333333 43.7, 10.0788888889 43.6205555556, 9.936666666700001 43.5883333333, 9.768333333299999 43.5530555556, 9.6625 43.5294444444, 9.625833333299999 43.5241666667, 9.529999999999999 43.5047222222, 9.385 43.475, 9.75 43.1666666667, 9.75 42.9538888889, 9.75 42.8227777778, 9.75 42.6213888889, 9.75 42.5008333333, 9.75 42.4116666667, 9.75 42.3258333333, 9.75 41.9333333333, 9.75 41.7905555556, 9.75 41.75, 9.75 41.7333333333, 10.5694444444 41.7333333333, 10.845 41.8736111111, 11.4458333333 42.175, 11.5322222222 42.2472222222, 11.3872222222 42.5166666667, 11.3461111111 42.5936111111, 11.2291666667 42.8155555556, 10.9641666667 43.3436111111))"
976,LIRRNWW14,"POLYGON ((10.9641666667 43.3436111111, 10.7988888889 43.6641666667, 10.7369444444 43.7844444444, 10.6997222222 43.8544444444, 10.6627777778 43.9258333333, 10.6469444444 43.9569444444, 10.5733333333 44.0983333333, 10.5438888889 44.0736111111, 10.4377777778 43.9833333333, 10.4241666667 43.9713888889, 10.3702777778 43.9258333333, 10.3333333333 43.8872222222, 10.2833333333 43.8352777778, 10.1919444444 43.7394444444, 10.1583333333 43.7, 10.0788888889 43.6205555556, 9.936666666700001 43.5883333333, 9.768333333299999 43.5530555556, 9.6625 43.5294444444, 9.625833333299999 43.5241666667, 9.529999999999999 43.5047222222, 9.385 43.475, 9.75 43.1666666667, 9.75 42.9538888889, 9.75 42.8227777778, 9.75 42.6213888889, 9.75 42.5008333333, 9.75 42.4116666667, 9.75 42.3258333333, 9.75 41.9333333333, 9.75 41.7905555556, 9.75 41.75, 9.75 41.7333333333, 10.5694444444 41.7333333333, 10.845 41.8736111111, 11.4458333333 42.175, 11.5322222222 42.2472222222, 11.3872222222 42.5166666667, 11.3461111111 42.5936111111, 11.2291666667 42.8155555556, 10.9641666667 43.3436111111))"
977,LIRRNWW45,"POLYGON ((9.936666666700001 43.5883333333, 9.768333333299999 43.5530555556, 9.6625 43.5294444444, 9.625833333299999 43.5241666667, 9.529999999999999 43.5047222222, 9.385 43.475, 9.75 43.1666666667, 9.75 42.9538888889, 9.75 42.8227777778, 9.75 42.6213888889, 9.75 42.5008333333, 9.75 42.4116666667, 9.75 42.3258333333, 9.75 41.9333333333, 9.75 41.7905555556, 9.75 41.75, 9.75 41.7333333333, 10.5694444444 41.7333333333, 10.845 41.8736111111, 11.4458333333 42.175, 11.5322222222 42.2472222222, 11.3872222222 42.5166666667, 11.3461111111 42.5936111111, 11.2291666667 42.8155555556, 10.9641666667 43.3436111111, 10.7988888889 43.6641666667, 10.7369444444 43.7844444444, 10.6997222222 43.8544444444, 10.6627777778 43.9258333333, 10.6469444444 43.9569444444, 10.5733333333 44.0983333333, 10.5438888889 44.0736111111, 10.4377777778 43.9833333333, 10.4241666667 43.9713888889, 10.3702777778 43.9258333333, 10.3333333333 43.8872222222, 10.2833333333 43.8352777778, 10.1919444444 43.7394444444, 10.1583333333 43.7, 10.0788888889 43.6205555556, 9.936666666700001 43.5883333333))"
978,LIRRNWW56,"POLYGON ((11.2291666667 42.8155555556, 10.9641666667 43.3436111111, 10.7988888889 43.6641666667, 10.7369444444 43.7844444444, 10.6997222222 43.8544444444, 10.6627777778 43.9258333333, 10.6469444444 43.9569444444, 10.5733333333 44.0983333333, 10.5438888889 44.0736111111, 10.4377777778 43.9833333333, 10.4241666667 43.9713888889, 10.3702777778 43.9258333333, 10.3333333333 43.8872222222, 10.2833333333 43.8352777778, 10.1919444444 43.7394444444, 10.1583333333 43.7, 10.0788888889 43.6205555556, 9.936666666700001 43.5883333333, 9.768333333299999 43.5530555556, 9.6625 43.5294444444, 9.625833333299999 43.5241666667, 9.529999999999999 43.5047222222, 9.385 43.475, 9.75 43.1666666667, 9.75 42.9538888889, 9.75 42.8227777778, 9.75 42.6213888889, 9.75 42.5008333333, 9.75 42.4116666667, 9.75 42.3258333333, 9.75 41.9333333333, 9.75 41.7905555556, 9.75 41.75, 9.75 41.7333333333, 10.5694444444 41.7333333333, 10.845 41.8736111111, 11.4458333333 42.175, 11.5322222222 42.2472222222, 11.3872222222 42.5166666667, 11.3461111111 42.5936111111, 11.2291666667 42.8155555556))"
979,LIRRNWW6,"POLYGON ((11.3461111111 42.5936111111, 11.2291666667 42.8155555556, 10.9641666667 43.3436111111, 10.7988888889 43.6641666667, 10.7369444444 43.7844444444, 10.6997222222 43.8544444444, 10.6627777778 43.9258333333, 10.6469444444 43.9569444444, 10.5733333333 44.0983333333, 10.5438888889 44.0736111111, 10.4377777778 43.9833333333, 10.4241666667 43.9713888889, 10.3702777778 43.9258333333, 10.3333333333 43.8872222222, 10.2833333333 43.8352777778, 10.1919444444 43.7394444444, 10.1583333333 43.7, 10.0788888889 43.6205555556, 9.936666666700001 43.5883333333, 9.768333333299999 43.5530555556, 9.6625 43.5294444444, 9.625833333299999 43.5241666667, 9.529999999999999 43.5047222222, 9.385 43.475, 9.75 43.1666666667, 9.75 42.9538888889, 9.75 42.8227777778, 9.75 42.6213888889, 9.75 42.5008333333, 9.75 42.4116666667, 9.75 42.3258333333, 9.75 41.9333333333, 9.75 41.7905555556, 9.75 41.75, 9.75 41.7333333333, 10.5694444444 41.7333333333, 10.845 41.8736111111, 11.4458333333 42.175, 11.5322222222 42.2472222222, 11.3872222222 42.5166666667, 11.3461111111 42.5936111111))"
980,LIRRODA,"POLYGON ((12.4541666667 40.6483333333, 12.5322222222 41.2244444444, 12.9 41.2980555556, 13.0833333333 41.3333333333, 12.7758333333 41.4938888889, 12.7 41.5333333333, 12.775 41.6416666667, 12.9194444444 42.0297222222, 12.9725 42.1072222222, 13.1227777778 42.1658333333, 12.9136111111 42.3502777778, 12.5241666667 42.6902777778, 12.1263888889 42.5627777778, 12.0802777778 42.5605555556, 12.0386111111 42.5583333333, 11.9380555556 42.5941666667, 11.8958333333 42.6433333333, 11.3872222222 42.5166666667, 11.1358333333 42.4619444444, 11.1019444444 42.4525, 11.4458333333 42.175, 10.845 41.8736111111, 10.5694444444 41.7333333333, 10.7705555556 41.3411111111, 11.1511111111 40.595, 11.2652777778 40.3691666667, 12.4166666667 40.3691666667, 12.4338888889 40.4925, 12.4541666667 40.6483333333))"
981,LIRROV,"POLYGON ((10.845 41.8736111111, 10.5694444444 41.7333333333, 10.7705555556 41.3411111111, 11.1511111111 40.595, 11.2652777778 40.3691666667, 12.4166666667 40.3691666667, 12.4338888889 40.4925, 12.4541666667 40.6483333333, 12.5322222222 41.2244444444, 12.3852777778 41.4863888889, 12.3538888889 41.5619444444, 12.0697222222 42.2369444444, 11.5322222222 42.2472222222, 11.4458333333 42.175, 10.845 41.8736111111))"
982,LIRROV15,"POLYGON ((11.4458333333 42.175, 10.845 41.8736111111, 10.5694444444 41.7333333333, 10.7705555556 41.3411111111, 11.1511111111 40.595, 11.2652777778 40.3691666667, 12.4166666667 40.3691666667, 12.4338888889 40.4925, 12.4541666667 40.6483333333, 12.5322222222 41.2244444444, 12.3852777778 41.4863888889, 12.3538888889 41.5619444444, 12.0697222222 42.2369444444, 11.5322222222 42.2472222222, 11.4458333333 42.175))"
983,LIRROV6,"POLYGON ((11.4458333333 42.175, 10.845 41.8736111111, 10.5694444444 41.7333333333, 10.7705555556 41.3411111111, 11.1511111111 40.595, 11.2652777778 40.3691666667, 12.4166666667 40.3691666667, 12.4338888889 40.4925, 12.4541666667 40.6483333333, 12.5322222222 41.2244444444, 12.3852777778 41.4863888889, 12.3538888889 41.5619444444, 12.0697222222 42.2369444444, 11.5322222222 42.2472222222, 11.4458333333 42.175))"
984,LIRROVU,"POLYGON ((11.4458333333 42.175, 10.845 41.8736111111, 10.5694444444 41.7333333333, 10.7705555556 41.3411111111, 11.1511111111 40.595, 11.2652777778 40.3691666667, 12.4166666667 40.3691666667, 12.4338888889 40.4925, 12.4541666667 40.6483333333, 12.5322222222 41.2244444444, 12.9 41.2980555556, 13.0833333333 41.3333333333, 12.7758333333 41.4938888889, 12.7 41.5333333333, 12.3852777778 41.4863888889, 12.3538888889 41.5619444444, 12.0697222222 42.2369444444, 11.5322222222 42.2472222222, 11.4458333333 42.175))"
985,LIRRSE,"POLYGON ((14.25 36.9, 14.3247222222 36.8791666667, 14.3927777778 36.8627777778, 14.5166666667 36.8333333333, 14.5138888889 36.8180555556, 14.4555555556 36.5, 14.4672222222 36.5, 14.5669444444 36.5, 14.8333333333 36.5, 15 36.5, 15.2822222222 36.5, 15.6166666667 36.5, 16 36.5, 16.4513888889 36.5, 16.8572222222 36.5, 17.4258333333 36.5, 17.7730555556 36.5, 18.3333333333 36.5, 19 36.5, 19 36.7666666667, 19 36.9666666667, 19 37.4, 19 37.75, 19 38.1, 19 38.2675, 19 38.3422222222, 18.4463888889 38.3425, 17.5183333333 38.5930555556, 17.2683333333 38.6588888889, 16.4191666667 39.075, 16.25 39.2333333333, 16.0391666667 39.615, 15.9441666667 39.7763888889, 15.7402777778 40.1333333333, 15.6616666667 40.2716666667, 13.7966666667 39.4216666667, 12.4166666667 40.3691666667, 11.2652777778 40.3691666667, 11.1 37.6833333333, 11.1138888889 37.6736111111, 11.2 37.6416666667, 11.2941666667 37.5927777778, 11.5 37.5, 11.5 37.1891666667, 11.5 36.8397222222, 11.5 36.62, 11.6033333333 36.6638888889, 11.9661111111 36.8147222222, 12.2277777778 36.9769444444, 12.5497222222 37.1713888889, 12.8333333333 37.2763888889, 13.0252777778 37.3455555556, 13.1908333333 37.3455555556, 13.6530555556 37.1236111111, 13.9811111111 37.0088888889, 14.2008333333 36.9302777778, 14.25 36.9))"
986,LIRRSU,"POLYGON ((11.6033333333 36.6638888889, 11.9661111111 36.8147222222, 12.2277777778 36.9769444444, 12.5497222222 37.1713888889, 12.8333333333 37.2763888889, 13.0252777778 37.3455555556, 13.1908333333 37.3455555556, 13.6530555556 37.1236111111, 13.9811111111 37.0088888889, 14.2008333333 36.9302777778, 13.9419444444 37.6236111111, 13.7966666667 39.4216666667, 12.4166666667 40.3691666667, 11.2652777778 40.3691666667, 11.1 37.6833333333, 11.1138888889 37.6736111111, 11.2 37.6416666667, 11.2941666667 37.5927777778, 11.5 37.5, 11.5 37.1891666667, 11.5 36.8397222222, 11.5 36.62, 11.6033333333 36.6638888889))"
987,LIRRTS,"POLYGON ((12.5322222222 41.2244444444, 12.4541666667 40.6483333333, 12.4338888889 40.4925, 12.4166666667 40.3691666667, 13.7966666667 39.4216666667, 15.6616666667 40.2716666667, 15.6186111111 40.3444444444, 15.4691666667 40.6044444444, 15.4172222222 40.6905555556, 15.305 40.8816666667, 15.1252777778 40.8916666667, 14.9358333333 40.9013888889, 14.5663888889 40.9202777778, 14.3833333333 40.9283333333, 14.1286111111 41.0088888889, 13.9786111111 41.0552777778, 13.9169444444 41.0741666667, 13.2305555556 41.2861111111, 13.0833333333 41.3333333333, 12.8991666667 41.3736111111, 12.3852777778 41.4863888889, 12.5322222222 41.2244444444))"
988,LIRRTS14,"POLYGON ((13.0833333333 41.3333333333, 12.8991666667 41.3736111111, 12.3852777778 41.4863888889, 12.5322222222 41.2244444444, 12.4541666667 40.6483333333, 12.4338888889 40.4925, 12.4166666667 40.3691666667, 13.7966666667 39.4216666667, 15.6616666667 40.2716666667, 15.6186111111 40.3444444444, 15.4691666667 40.6044444444, 15.4172222222 40.6905555556, 15.305 40.8816666667, 15.1252777778 40.8916666667, 14.9358333333 40.9013888889, 14.5663888889 40.9202777778, 14.3833333333 40.9283333333, 14.1286111111 41.0088888889, 13.9786111111 41.0552777778, 13.9816666667 41.0472222222, 14.0277777778 40.9625, 13.8166666667 40.8736111111, 13.7 40.825, 13.5091666667 40.8716666667, 13.0916666667 40.9722222222, 13.1194444444 41.0402777778, 13.2305555556 41.2861111111, 13.0833333333 41.3333333333))"
989,LIRRTS56,"POLYGON ((14.5663888889 40.9202777778, 14.3833333333 40.9283333333, 14.1286111111 41.0088888889, 13.9786111111 41.0552777778, 13.9169444444 41.0741666667, 13.2305555556 41.2861111111, 13.0833333333 41.3333333333, 12.8991666667 41.3736111111, 12.3852777778 41.4863888889, 12.5322222222 41.2244444444, 12.4541666667 40.6483333333, 12.4338888889 40.4925, 12.4166666667 40.3691666667, 13.7966666667 39.4216666667, 15.6616666667 40.2716666667, 15.6186111111 40.3444444444, 15.4691666667 40.6044444444, 15.4172222222 40.6905555556, 15.305 40.8816666667, 15.1252777778 40.8916666667, 14.9358333333 40.9013888889, 14.5663888889 40.9202777778))"
990,LIRRTSE,"POLYGON ((14.5138888889 36.8180555556, 14.4555555556 36.5, 14.4672222222 36.5, 14.5669444444 36.5, 14.8333333333 36.5, 15 36.5, 15.2822222222 36.5, 15.6166666667 36.5, 16 36.5, 16.4513888889 36.5, 16.8572222222 36.5, 17.4258333333 36.5, 17.7730555556 36.5, 18.3333333333 36.5, 19 36.5, 19 36.7666666667, 19 36.9666666667, 19 37.4, 19 37.75, 19 38.1, 19 38.2675, 19 38.3422222222, 18.4463888889 38.3425, 17.5183333333 38.5930555556, 17.2683333333 38.6588888889, 16.4191666667 39.075, 16.25 39.2333333333, 16.0391666667 39.615, 15.9441666667 39.7763888889, 15.7402777778 40.1333333333, 15.6616666667 40.2716666667, 15.6186111111 40.3444444444, 15.4691666667 40.6044444444, 15.4172222222 40.6905555556, 15.305 40.8816666667, 15.1252777778 40.8916666667, 14.9358333333 40.9013888889, 14.5663888889 40.9202777778, 14.3833333333 40.9283333333, 14.1286111111 41.0088888889, 13.9786111111 41.0552777778, 13.9169444444 41.0741666667, 13.2305555556 41.2861111111, 13.0833333333 41.3333333333, 12.8991666667 41.3736111111, 12.3852777778 41.4863888889, 12.5322222222 41.2244444444, 12.4541666667 40.6483333333, 12.4338888889 40.4925, 12.4166666667 40.3691666667, 11.2652777778 40.3691666667, 11.1 37.6833333333, 11.1138888889 37.6736111111, 11.2 37.6416666667, 11.2941666667 37.5927777778, 11.5 37.5, 11.5 37.1891666667, 11.5 36.8397222222, 11.5 36.62, 11.6033333333 36.6638888889, 11.9661111111 36.8147222222, 12.2277777778 36.9769444444, 12.5497222222 37.1713888889, 12.8333333333 37.2763888889, 13.0252777778 37.3455555556, 13.1908333333 37.3455555556, 13.6530555556 37.1236111111, 13.9811111111 37.0088888889, 14.2008333333 36.9302777778, 14.25 36.9, 14.3247222222 36.8791666667, 14.3927777778 36.8627777778, 14.5166666667 36.8333333333, 14.5138888889 36.8180555556))"
991,LIRRUS,"POLYGON ((15.2333333333 41.0075, 15.1713888889 41.1077777778, 15.1166666667 41.2, 14.8833333333 41.2666666667, 14.8069444444 41.3066666667, 14.5461111111 41.3952777778, 14.3833333333 41.45, 14.0669444444 41.8144444444, 13.7575 42.1663888889, 13.7375 42.1888888889, 13.6016666667 42.3419444444, 13.5955555556 42.3488888889, 13.5330555556 42.4188888889, 13.4444444444 42.5175, 13.4313888889 42.5319444444, 13.365 42.6033333333, 12.9136111111 42.3502777778, 12.5988888889 42.2488888889, 12.2505555556 42.2472222222, 12.1205555556 42.2477777778, 12.0697222222 42.2369444444, 12.3538888889 41.5619444444, 12.3852777778 41.4863888889, 12.8991666667 41.3736111111, 13.0833333333 41.3333333333, 13.2305555556 41.2861111111, 13.9169444444 41.0741666667, 13.9786111111 41.0552777778, 14.1286111111 41.0088888889, 14.3833333333 40.9283333333, 14.5663888889 40.9202777778, 14.9358333333 40.9013888889, 15.1252777778 40.8916666667, 15.305 40.8816666667, 15.2333333333 41.0075))"
992,LIRRUS14,"POLYGON ((15.1252777778 40.8916666667, 15.305 40.8816666667, 15.2333333333 41.0075, 15.1713888889 41.1077777778, 15.1166666667 41.2, 14.8833333333 41.2666666667, 14.8069444444 41.3066666667, 14.5461111111 41.3952777778, 14.3833333333 41.45, 14.0669444444 41.8144444444, 13.7575 42.1663888889, 13.7375 42.1888888889, 13.6016666667 42.3419444444, 13.5955555556 42.3488888889, 13.5330555556 42.4188888889, 13.4444444444 42.5175, 13.4313888889 42.5319444444, 13.365 42.6033333333, 12.9136111111 42.3502777778, 12.5988888889 42.2488888889, 12.2505555556 42.2472222222, 12.1205555556 42.2477777778, 12.0697222222 42.2369444444, 12.3538888889 41.5619444444, 12.3852777778 41.4863888889, 12.8991666667 41.3736111111, 13.0833333333 41.3333333333, 13.2305555556 41.2861111111, 13.2833333333 41.4083333333, 13.6833333333 41.375, 13.8833333333 41.2416666667, 13.9786111111 41.0552777778, 14.1286111111 41.0088888889, 14.3833333333 40.9283333333, 14.5663888889 40.9202777778, 14.9358333333 40.9013888889, 15.1252777778 40.8916666667))"
993,LIRRUS56,"POLYGON ((15.1252777778 40.8916666667, 15.305 40.8816666667, 15.2333333333 41.0075, 15.1713888889 41.1077777778, 15.1166666667 41.2, 14.8833333333 41.2666666667, 14.8069444444 41.3066666667, 14.5461111111 41.3952777778, 14.3833333333 41.45, 14.0669444444 41.8144444444, 13.7575 42.1663888889, 13.7375 42.1888888889, 13.6016666667 42.3419444444, 13.5955555556 42.3488888889, 13.5330555556 42.4188888889, 13.4444444444 42.5175, 13.4313888889 42.5319444444, 13.365 42.6033333333, 12.9136111111 42.3502777778, 12.5988888889 42.2488888889, 12.2505555556 42.2472222222, 12.1205555556 42.2477777778, 12.0697222222 42.2369444444, 12.3538888889 41.5619444444, 12.3852777778 41.4863888889, 12.8991666667 41.3736111111, 13.0833333333 41.3333333333, 13.2305555556 41.2861111111, 13.9169444444 41.0741666667, 13.9786111111 41.0552777778, 14.1286111111 41.0088888889, 14.3833333333 40.9283333333, 14.5663888889 40.9202777778, 14.9358333333 40.9013888889, 15.1252777778 40.8916666667))"
994,LJLA0029,"POLYGON ((15.0944444444 46.7072222222, 15.0091666667 46.72, 14.7966666667 46.6616666667, 14.5622222222 46.5977777778, 14.0030555556 46.5869444444, 13.8875 46.5841666667, 13.8333333333 46.5830555556, 13.7141666667 46.5230555556, 13.5694444444 46.5413888889, 13.3966666667 46.5738888889, 13.3794444444 46.5636111111, 13.2672222222 46.4980555556, 13.4063888889 46.3091666667, 13.4727777778 46.2183333333, 13.6116666667 46.1952777778, 13.6066666667 46.1175, 13.6030555556 46.0591666667, 13.6066666667 46.0133333333, 13.5983333333 45.9863888889, 13.5972222222 45.9683333333, 13.5925 45.8941666667, 13.5897222222 45.8511111111, 13.5855555556 45.8341666667, 13.5833333333 45.775, 13.5691666667 45.7333333333, 13.5341666667 45.6308333333, 13.5227777778 45.5858333333, 13.5036111111 45.5097222222, 13.4716666667 45.3866666667, 13.6147222222 45.39, 13.6261111111 45.3905555556, 14.1338888889 45.4755555556, 14.2041666667 45.4702777778, 14.2241666667 45.5016666667, 14.2402777778 45.5075, 14.2569444444 45.5058333333, 14.2677777778 45.4825, 14.2763888889 45.4908333333, 14.3013888889 45.4933333333, 14.3372222222 45.4797222222, 14.3519444444 45.4841666667, 14.4366666667 45.4705555556, 14.4486111111 45.4691666667, 14.5291666667 45.485, 14.655 45.5080555556, 14.7391666667 45.5233333333, 14.8675 45.4658333333, 14.9008333333 45.475, 14.9325 45.5297222222, 15.0072222222 45.495, 15.2980555556 45.5747222222, 15.3494444444 45.6358333333, 15.35 45.6633333333, 15.3502777778 45.6844444444, 15.3533333333 45.7730555556, 15.4275 45.7944444444, 15.4911111111 45.8075, 15.655 45.8402777778, 15.6811111111 45.8647222222, 15.7030555556 45.9727777778, 15.6652777778 46.0713888889, 15.6266666667 46.1713888889, 15.6033333333 46.1966666667, 15.7811111111 46.2247222222, 15.8261111111 46.2661111111, 15.9261111111 46.2869444444, 15.7925 46.3680555556, 15.6941666667 46.4225, 15.5205555556 46.5355555556, 15.4208333333 46.6580555556, 15.2391666667 46.6852777778, 15.0944444444 46.7072222222))"
